time,Ta_C,Tsp_C,Ti_C,Phea_W,tariff_USD_per_kWh,error_C,integral_term,derivative_term
2026-04-02 12:29:00,25.24,38.0,38.19662368189575,6.019376347682575,0.12,0.0,2.006458782560858,12.153964748421231
2026-04-02 12:30:00,25.24,38.0,38.19913498051692,6.019376347682575,0.12,0.0,2.006458782560858,0.0
2026-04-02 12:31:00,25.24,38.0,38.201598724208274,5.807697687263886,0.12,-0.2015987242082744,2.0030988038240536,-12.095923452496464
2026-04-02 12:32:00,25.24,38.0,38.195299411696695,6.00929641147216,0.12,0.0,2.0030988038240536,12.095923452496464
2026-04-02 12:33:00,25.24,38.0,38.197420720462674,6.00929641147216,0.12,0.0,2.0030988038240536,0.0
2026-04-02 12:34:00,25.24,38.0,38.19950185929879,6.00929641147216,0.12,0.0,2.0030988038240536,0.0
2026-04-02 12:35:00,25.24,38.0,38.2015435888785,5.797675643149735,0.12,-0.20154358887850066,1.999739744009412,-12.09261533271004
2026-04-02 12:36:00,25.24,38.0,38.19483263753185,5.999219232028236,0.12,0.0,1.999739744009412,12.09261533271004
2026-04-02 12:37:00,25.24,38.0,38.19654783208021,5.999219232028236,0.12,0.0,1.999739744009412,0.0
2026-04-02 12:38:00,25.24,38.0,38.19823054703588,5.999219232028236,0.12,0.0,1.999739744009412,0.0
2026-04-02 12:39:00,25.24,38.0,38.199881397445075,5.999219232028236,0.12,0.0,1.999739744009412,0.0
2026-04-02 12:40:00,25.24,38.0,38.20150098670728,5.787643195985591,0.12,-0.20150098670728056,1.9963813942309574,-12.090059202436834
2026-04-02 12:41:00,25.24,38.0,38.194377730821,5.989144182692872,0.12,0.0,1.9963813942309574,12.090059202436834
2026-04-02 12:42:00,25.24,38.0,38.19568667413759,5.989144182692872,0.12,0.0,1.9963813942309574,0.0
2026-04-02 12:43:00,25.24,38.0,38.1969708307932,5.989144182692872,0.12,0.0,1.9963813942309574,0.0
2026-04-02 12:44:00,25.24,38.0,38.1982306701577,5.989144182692872,0.12,0.0,1.9963813942309574,0.0
2026-04-02 12:45:00,25.24,38.0,38.1994666527128,5.989144182692872,0.12,0.0,1.9963813942309574,0.0
2026-04-02 12:46:00,25.24,38.0,38.200679230220345,5.77843099096151,0.12,-0.20067923022034506,1.9930367403939517,-12.040753813220704
2026-04-02 12:47:00,25.24,38.0,38.19319219969962,5.979110221181855,0.12,0.0,1.9930367403939517,12.040753813220704
2026-04-02 12:48:00,25.24,38.0,38.19411041906775,5.979110221181855,0.12,0.0,1.9930367403939517,0.0
2026-04-02 12:49:00,25.24,38.0,38.195011250675925,5.979110221181855,0.12,0.0,1.9930367403939517,0.0
2026-04-02 12:50:00,25.24,38.0,38.195895023785546,5.979110221181855,0.12,0.0,1.9930367403939517,0.0
2026-04-02 12:51:00,25.24,38.0,38.196762061423,5.979110221181855,0.12,0.0,1.9930367403939517,0.0
2026-04-02 12:52:00,25.24,38.0,38.197612680497706,5.979110221181855,0.12,0.0,1.9930367403939517,0.0
2026-04-02 12:53:00,25.24,38.0,38.198447191917964,5.979110221181855,0.12,0.0,1.9930367403939517,0.0
2026-04-02 12:54:00,25.24,38.0,38.1992659007046,5.979110221181855,0.12,0.0,1.9930367403939517,0.0
2026-04-02 12:55:00,25.24,38.0,38.200069106102454,5.769037659774279,0.12,-0.200069106102454,1.989702255292244,-12.00414636614724
2026-04-02 12:56:00,25.24,38.0,38.192206835068426,5.969106765876733,0.12,0.0,1.989702255292244,12.00414636614724
2026-04-02 12:57:00,25.24,38.0,38.19273179622724,5.969106765876733,0.12,0.0,1.989702255292244,0.0
2026-04-02 12:58:00,25.24,38.0,38.19324681651688,5.969106765876733,0.12,0.0,1.989702255292244,0.0
2026-04-02 12:59:00,25.24,38.0,38.19375208418151,5.969106765876733,0.12,0.0,1.989702255292244,0.0
2026-04-02 13:00:00,25.47,38.0,38.198603153574325,5.969106765876733,0.12,0.0,1.989702255292244,0.0
