KP,KI,KD,J_total,J_comfort_raw,J_energy_raw,J_response_raw,J_comfort_norm,J_energy_norm,J_response_norm
10.0,0.1,0.2,8.426113348034793,36247.499903252414,638777.2230539264,6.729263780662773,0.33687128939216554,0.9955089244415589,0.5746247976632407
2.0,0.5,0.03,8.438493305655626,96923.13967541911,641446.1956285895,3.437069735586307,0.9007689667299157,0.9996684121647813,0.29349800598412673
0.5,1.0,0.05,8.46985104919124,29585.058117666358,662142.9173482799,7.100393644918004,0.2749529402425396,1.0319234307143326,0.6063162917264209
0.1,1.5,0.03,8.493814791154772,84365.76131816846,663162.7428158489,4.145562953424431,0.7840651871621356,1.0335127881893595,0.3539976067154734
5.0,0.1,0.1,8.509935155464671,109220.80196922476,620254.6475247177,2.8902003287033686,1.0150590381688016,0.9666422263542144,0.24679977382664478
0.5,0.5,0.03,8.829445827690488,121311.21961509626,647655.2041237181,2.5564309808326158,1.1274230520325292,1.009344905229582,0.21829856622982602
7.0,0.05,0.2,8.839776290038719,74482.0059317055,627282.6887153263,5.154041854471579,0.6922091024677044,0.9775951493359454,0.4401135628364251
3.0,0.2,0.0,8.88128644646589,145654.96716850487,618798.2168731182,1.3450784136823768,1.3536651280058378,0.9643724370455634,0.11485883693911358
3.0,1.0,0.03,8.959221012894211,37792.99362632922,652277.6462154061,7.244829458655949,0.35123455484854166,1.0165487975865912,0.6186499441064912
3.0,0.5,0.01,9.000781928030072,71528.25954892498,641665.1533259384,5.477077600130439,0.6647580408728208,1.0000096490372294,0.467698207462874
5.0,0.1,0.2,9.014017427787172,109105.47704801602,620272.5924214218,3.4867593594206117,1.013987249631376,0.9666701927628031,0.29774109868674886
